Internal_ID	BioSample	Sub_site	Subject_gender	Raw_read_count_R1	Raw_read_count_R2	Raw_total_reads	QC_read_count_R1	QC_read_count_R2	QC_total_reads	Reads_failed_QC	Percentage_reads_passed_QC
SRS144644_TD	SRS144644	TD	female	34348178.00	34348178.00	68696356.00	27032810.00	27032810.00	54065620.00	14630736	78.7023
SRS146767_TD	SRS146767	TD	male	39885759.00	39885759.00	79771518.00	27712026.00	27712026.00	55424052.00	24347466	69.4785
SRS146824_TD	SRS146824	TD	female	37880121.00	37880121.00	75760242.00	27097034.00	27097034.00	54194068.00	21566174	71.5337
SRS144609_TD	SRS144609	TD	female	34188866.00	34188866.00	68377732.00	28601362.00	28601362.00	57202724.00	11175008	83.6569
SRS144701_TD	SRS144701	TD	male	39955150.00	39955150.00	79910300.00	30943880.00	30943880.00	61887760.00	18022540	77.4465
SRS146785_TD	SRS146785	TD	male	39594472.00	39594472.00	79188944.00	32011855.00	32011855.00	64023710.00	15165234	80.8493
SRS146830_SUPP	SRS146830	SUPP	female	46730237.00	46730237.00	93460474.00	27348741.00	27348741.00	54697482.00	38762992	58.5247
SRS144306_SUPP	SRS144306	SUPP	male	41390545.00	41390545.00	82781090.00	34329175.00	34329175.00	68658350.00	14122740	82.9397
SRS146854_TD	SRS146854	TD	female	32756043.00	32756043.00	65512086.00	26369796.00	26369796.00	52739592.00	12772494	80.5036
SRS145509_SUPP	SRS145509	SUPP	female	60164285.00	60164285.00	120328570.00	32904780.00	32904780.00	65809560.00	54519010	54.6915
SRS146750_SUPP	SRS146750	SUPP	male	57319551.00	57319551.00	114639102.00	43386681.00	43386681.00	86773362.00	27865740	75.6926
SRS144380_SUPP	SRS144380	SUPP	male	82356568.00	82356568.00	164713136.00	39967598.00	39967598.00	79935196.00	84777940	48.5299
SRS144621_SUPP	SRS144621	SUPP	female	65751151.00	65751151.00	131502302.00	44462322.00	44462322.00	88924644.00	42577658	67.6221
SRS144546_SUPP	SRS144546	SUPP	male	51300132.00	51300132.00	102600264.00	40467794.00	40467794.00	80935588.00	21664676	78.8844
SRS145503_TD	SRS145503	TD	female	83592980.00	83592980.00	167185960.00	57291072.00	57291072.00	114582144.00	52603816	68.5357
SRS144124_SUBP	SRS144124	SUBP	male	96754926.00	96754926.00	193509852.00	51482070.00	51482070.00	102964140.00	90545712	53.2087
SRS144374_KG	SRS144374	KG	male	93454945.00	93454945.00	186909890.00	57038305.00	57038305.00	114076610.00	72833280	61.0329
SRS144368_TD	SRS144368	TD	male	80246821.00	80246821.00	160493642.00	59506725.00	59506725.00	119013450.00	41480192	74.1546
SRS146738_TD	SRS146738	TD	male	87017370.00	87017370.00	174034740.00	70584426.00	70584426.00	141168852.00	32865888	81.1153
SRS144512_TD	SRS144512	TD	male	92870064.00	92870064.00	185740128.00	76637087.00	76637087.00	153274174.00	32465954	82.5208
SRS144560_TD	SRS144560	TD	male	158172898.00	158172898.00	316345796.00	115999352.00	115999352.00	231998704.00	84347092	73.3371
SRS147180_BM	SRS147180	BM	male	19901568.00	19901568.00	39803136.00	2388161.00	2388161.00	4776322.00	35026814	11.9999
SRS147745_SUPP	SRS147745	SUPP	female	18666404.00	18666404.00	37332808.00	8616619.00	8616619.00	17233238.00	20099570	46.1611
SRS146999_BM	SRS146999	BM	male	25410844.00	25410844.00	50821688.00	2305239.00	2305239.00	4610478.00	46211210	9.07187
SRS147228_BM	SRS147228	BM	male	27180590.00	27180590.00	54361180.00	1475147.00	1475147.00	2950294.00	51410886	5.42721
SRS147049_BM	SRS147049	BM	male	29005068.00	29005068.00	58010136.00	2997875.00	2997875.00	5995750.00	52014386	10.3357
SRS148202_KG	SRS148202	KG	female	52026656.00	52026656.00	104053312.00	1507443.00	1507443.00	3014886.00	101038426	2.89744
SRS148152_BM	SRS148152	BM	female	31631731.00	31631731.00	63263462.00	4046165.00	4046165.00	8092330.00	55171132	12.7915
SRS147338_SUPP	SRS147338	SUPP	male	24440608.00	24440608.00	48881216.00	7068090.00	7068090.00	14136180.00	34745036	28.9195
SRS147144_BM	SRS147144	BM	female	33198308.00	33198308.00	66396616.00	5787050.00	5787050.00	11574100.00	54822516	17.4318
SRS148157_SUBP	SRS148157	SUBP	female	41268218.00	41268218.00	82536436.00	4873596.00	4873596.00	9747192.00	72789244	11.8096
SRS147008_SUPP	SRS147008	SUPP	male	70157611.00	70157611.00	140315222.00	3680600.00	3680600.00	7361200.00	132954022	5.24619
SRS147057_SUPP	SRS147057	SUPP	male	26103633.00	26103633.00	52207266.00	8400813.00	8400813.00	16801626.00	35405640	32.1825
SRS147438_BM	SRS147438	BM	female	36216724.00	36216724.00	72433448.00	5766231.00	5766231.00	11532462.00	60900986	15.9215
SRS146979_BM	SRS146979	BM	male	69114130.00	69114130.00	138228260.00	4799753.00	4799753.00	9599506.00	128628754	6.94468
SRS147122_BM	SRS147122	BM	female	57795147.00	57795147.00	115590294.00	6424086.00	6424086.00	12848172.00	102742122	11.1153
SRS147547_SUPP	SRS147547	SUPP	female	22217804.00	22217804.00	44435608.00	13706591.00	13706591.00	27413182.00	17022426	61.6919
SRS147442_SUPP	SRS147442	SUPP	female	25072975.00	25072975.00	50145950.00	10964768.00	10964768.00	21929536.00	28216414	43.7314
SRS147355_BM	SRS147355	BM	male	38958483.00	38958483.00	77916966.00	7820770.00	7820770.00	15641540.00	62275426	20.0746
SRS148205_SUPP	SRS148205	SUPP	female	25957396.00	25957396.00	51914792.00	11329649.00	11329649.00	22659298.00	29255494	43.6471
SRS147712_TD	SRS147712	TD	female	20706294.00	20706294.00	41412588.00	14257576.00	14257576.00	28515152.00	12897436	68.8562
SRS147334_BM	SRS147334	BM	male	51703462.00	51703462.00	103406924.00	9158258.00	9158258.00	18316516.00	85090408	17.713
SRS148100_SUPP	SRS148100	SUPP	male	26869312.00	26869312.00	53738624.00	12491568.00	12491568.00	24983136.00	28755488	46.4901
SRS147670_SUPP	SRS147670	SUPP	female	40909546.00	40909546.00	81819092.00	10122860.00	10122860.00	20245720.00	61573372	24.7445
SRS147541_TD	SRS147541	TD	female	21500405.00	21500405.00	43000810.00	16289832.00	16289832.00	32579664.00	10421146	75.7652
SRS148096_BM	SRS148096	BM	male	22315090.00	22315090.00	44630180.00	14166524.00	14166524.00	28333048.00	16297132	63.4841
SRS147045_TD	SRS147045	TD	male	23070747.75	27631163.00	50701910.75	14355866.00	14355866.00	28711732.00	2.19902e+07	56.6285
SRS147281_SUPP	SRS147281	SUPP	female	36329229.00	36329229.00	72658458.00	11853103.00	11853103.00	23706206.00	48952252	32.6269
SRS147664_TD	SRS147664	TD	female	23512676.00	23512676.00	47025352.00	19362278.00	19362278.00	38724556.00	8300796	82.3483
SRS147933_BM	SRS147933	BM	female	37031062.00	37031062.00	74062124.00	16712981.00	16712981.00	33425962.00	40636162	45.1323
SRS147436_TD	SRS147436	TD	female	37517068.00	37517068.00	75034136.00	21405150.00	21405150.00	42810300.00	32223836	57.0544
SRS147184_SUPP	SRS147184	SUPP	male	28551500.00	28551500.00	57103000.00	21394470.00	21394470.00	42788940.00	14314060	74.9329
SRS147126_SV	SRS147126	SV	female	36823667.00	36823667.00	73647334.00	21263960.00	21263960.00	42527920.00	31119414	57.7454
SRS147937_SUPP	SRS147937	SUPP	female	45431912.00	45431912.00	90863824.00	22584247.00	22584247.00	45168494.00	45695330	49.7101
SRS148180_TD	SRS148180	TD	female	24997263.00	24997263.00	49994526.00	21411644.00	21411644.00	42823288.00	7171238	85.656
SRS147466_TD	SRS147466	TD	female	31651891.00	31651891.00	63303782.00	25527745.00	25527745.00	51055490.00	12248292	80.6516
SRS147980_TD	SRS147980	TD	female	31926632.00	31926632.00	63853264.00	25998952.00	25998952.00	51997904.00	11855360	81.4334
SRS148150_TD	SRS148150	TD	female	42438900.00	42438900.00	84877800.00	30886342.00	30886342.00	61772684.00	23105116	72.7784
SRS147120_TD	SRS147120	TD	female	46131899.00	46131899.00	92263798.00	26688146.00	26688146.00	53376292.00	38887506	57.8518
SRS147244_TD	SRS147244	TD	male	26719652.00	26719652.00	53439304.00	22620858.00	22620858.00	45241716.00	8197588	84.66
SRS147386_SUPP	SRS147386	SUPP	male	45182287.00	45182287.00	90364574.00	32072892.00	32072892.00	64145784.00	26218790	70.9855
SRS147226_TD	SRS147226	TD	male	41400019.00	41400019.00	82800038.00	32067164.00	32067164.00	64134328.00	18665710	77.4569
SRS147871_SUPP	SRS147871	SUPP	female	54996366.00	54996366.00	109992732.00	25003840.00	25003840.00	50007680.00	59985052	45.4645
SRS147718_SUPP	SRS147718	SUPP	female	51351905.00	51351905.00	102703810.00	27909298.00	27909298.00	55818596.00	46885214	54.3491
SRS146878_SUPP	SRS146878	SUPP	female	44573048.00	44573048.00	89146096.00	32786302.00	32786302.00	65572604.00	23573492	73.5563
SRS147380_TD	SRS147380	TD	male	41382721.00	41382721.00	82765442.00	31704156.00	31704156.00	63408312.00	19357130	76.6121
SRS147128_SUPP	SRS147128	SUPP	female	34080212.00	34080212.00	68160424.00	25936547.00	25936547.00	51873094.00	16287330	76.1044
SRS148094_TD	SRS148094	TD	male	29683298.00	29683298.00	59366596.00	27129415.00	27129415.00	54258830.00	5107766	91.3962
SRS146874_BM	SRS146874	BM	female	62006214.00	62006214.00	124012428.00	25355481.00	25355481.00	50710962.00	73301466	40.8918
SRS147178_TD	SRS147178	TD	male	48007439.00	48007439.00	96014878.00	34695473.00	34695473.00	69390946.00	26623932	72.271
SRS147151_TH	SRS147151	TH	female	106422722.00	106422722.00	212845444.00	35530627.00	35530627.00	71061254.00	141784190	33.3863
SRS147149_PT	SRS147149	PT	female	79011071.00	79011071.00	158022142.00	41616434.00	41616434.00	83232868.00	74789274	52.6716
SRS147887_TD	SRS147887	TD	female	77955109.00	77955109.00	155910218.00	55932216.00	55932216.00	111864432.00	44045786	71.7493
SRS146996_TD	SRS146996	TD	male	72650609.00	72650609.00	145301218.00	57831923.00	57831923.00	115663846.00	29637372	79.6028
SRS146894_TD	SRS146894	TD	female	81372436.00	81372436.00	162744872.00	54907804.00	54907804.00	109815608.00	52929264	67.4772
SRS147106_SUPP	SRS147106	SUPP	male	96259362.00	96259362.00	192518724.00	48342938.00	48342938.00	96685876.00	95832848	50.2215
SRS148193_SUPP	SRS148193	SUPP	female	119834798.00	119834798.00	239669596.00	53246188.00	53246188.00	106492376.00	133177220	44.433
SRS147094_TD	SRS147094	TD	male	78839314.00	78839314.00	157678628.00	62791360.00	62791360.00	125582720.00	32095908	79.6447
SRS147140_TD	SRS147140	TD	female	94531705.00	94531705.00	189063410.00	82004844.00	82004844.00	164009688.00	25053722	86.7485
SRS148287_SUPP	SRS148287	SUPP	male	5147374.00	5147374.00	10294748.00	1555849.00	1555849.00	3111698.00	7183050	30.2261
SRS148773_BM	SRS148773	BM	male	13964955.00	13964955.00	27929910.00	1495862.00	1495862.00	2991724.00	24938186	10.7115
SRS149488_BM	SRS149488	BM	male	23680363.00	23680363.00	47360726.00	1583637.00	1583637.00	3167274.00	44193452	6.68755
SRS149722_BM	SRS149722	BM	male	16285164.00	16285164.00	32570328.00	7823221.00	7823221.00	15646442.00	16923886	48.0389
SRS148822_BM	SRS148822	BM	female	26139257.00	26139257.00	52278514.00	2145867.00	2145867.00	4291734.00	47986780	8.20936
SRS149186_BM	SRS149186	BM	male	27097249.00	27097249.00	54194498.00	2141124.00	2141124.00	4282248.00	49912250	7.90163
SRS149282_BM	SRS149282	BM	male	23723012.00	23723012.00	47446024.00	2329390.00	2329390.00	4658780.00	42787244	9.81912
SRS148975_BM	SRS148975	BM	male	25567598.00	25567598.00	51135196.00	2398209.00	2398209.00	4796418.00	46338778	9.37988
SRS148879_BM	SRS148879	BM	male	33503519.00	33503519.00	67007038.00	2200089.00	2200089.00	4400178.00	62606860	6.56674
SRS148363_BM	SRS148363	BM	male	27488851.00	27488851.00	54977702.00	4570400.00	4570400.00	9140800.00	45836902	16.6264
SRS149938_BM	SRS149938	BM	male	57054708.00	57054708.00	114109416.00	2372022.00	2372022.00	4744044.00	109365372	4.15745
SRS149581_BM	SRS149581	BM	female	37655013.00	37655013.00	75310026.00	3853778.00	3853778.00	7707556.00	67602470	10.2344
SRS148826_SUPP	SRS148826	SUPP	female	23832769.00	23832769.00	47665538.00	6368147.00	6368147.00	12736294.00	34929244	26.7201
SRS148520_SUPP	SRS148520	SUPP	female	17136565.00	17136565.00	34273130.00	12052256.00	12052256.00	24104512.00	10168618	70.3306
SRS148414_SUPP	SRS148414	SUPP	female	28814578.00	28814578.00	57629156.00	8969590.00	8969590.00	17939180.00	39689976	31.1287
SRS149330_BM	SRS149330	BM	female	26267370.00	26267370.00	52534740.00	11457677.00	11457677.00	22915354.00	29619386	43.6194
SRS149585_SUPP	SRS149585	SUPP	female	44071015.00	44071015.00	88142030.00	6587499.00	6587499.00	13174998.00	74967032	14.9475
SRS149696_SUPP	SRS149696	SUPP	female	19953384.00	19953384.00	39906768.00	13701656.00	13701656.00	27403312.00	12503456	68.6683
SRS148303_TD	SRS148303	TD	female	20245803.00	20245803.00	40491606.00	12130958.00	12130958.00	24261916.00	16229690	59.9184
SRS149770_BM	SRS149770	BM	female	33373212.00	33373212.00	66746424.00	9854935.00	9854935.00	19709870.00	47036554	29.5295
SRS148730_SUPP	SRS148730	SUPP	male	28316638.00	28316638.00	56633276.00	13410941.00	13410941.00	26821882.00	29811394	47.3606
SRS149084_SUPP	SRS149084	SUPP	female	25878838.00	25878838.00	51757676.00	12947279.00	12947279.00	25894558.00	25863118	50.0304
SRS149190_SUPP	SRS149190	SUPP	male	22361789.00	22361789.00	44723578.00	13114499.00	13114499.00	26228998.00	18494580	58.6469
SRS148979_SUPP	SRS148979	SUPP	male	22247265.00	22247265.00	44494530.00	13725371.00	13725371.00	27450742.00	17043788	61.6946
SRS149882_TD	SRS149882	TD	female	19554261.00	19554261.00	39108522.00	16245708.00	16245708.00	32491416.00	6617106	83.0801
SRS149078_TD	SRS149078	TD	female	26498471.00	26498471.00	52996942.00	17164380.00	17164380.00	34328760.00	18668182	64.775
SRS149334_SUPP	SRS149334	SUPP	female	27656718.00	27656718.00	55313436.00	17881913.00	17881913.00	35763826.00	19549610	64.6567
SRS149579_TD	SRS149579	TD	female	17841210.00	17841210.00	35682420.00	15898937.00	15898937.00	31797874.00	3884546	89.1136
SRS148429_TD	SRS148429	TD	female	24385875.00	24385875.00	48771750.00	16325835.00	16325835.00	32651670.00	16120080	66.9479
SRS148290_SUBP	SRS148290	SUBP	male	83804485.00	83804485.00	167608970.00	7472779.00	7472779.00	14945558.00	152663412	8.91692
SRS148777_SUPP	SRS148777	SUPP	male	27929602.00	27929602.00	55859204.00	19142302.00	19142302.00	38284604.00	17574600	68.5377
SRS149492_SUPP	SRS149492	SUPP	male	24617671.00	24617671.00	49235342.00	18879857.00	18879857.00	37759714.00	11475628	76.6923
SRS149231_TD	SRS149231	TD	male	26591519.00	26591519.00	53183038.00	20329571.00	20329571.00	40659142.00	12523896	76.4513
SRS148820_TD	SRS148820	TD	female	27295912.00	27295912.00	54591824.00	20123927.00	20123927.00	40247854.00	14343970	73.7251
SRS149328_TD	SRS149328	TD	female	26486170.00	26486170.00	52972340.00	20776182.00	20776182.00	41552364.00	11419976	78.4416
SRS149237_SUPP	SRS149237	SUPP	male	22214446.00	22214446.00	44428892.00	17959295.00	17959295.00	35918590.00	8510302	80.8451
SRS148262_SUPP	SRS148262	SUPP	male	60135844.00	60135844.00	120271688.00	10217721.00	10217721.00	20435442.00	99836246	16.9911
SRS149486_TD	SRS149486	TD	male	23456343.00	23456343.00	46912686.00	20269170.00	20269170.00	40538340.00	6374346	86.4123
SRS148676_TD	SRS148676	TD	male	20560338.00	20560338.00	41120676.00	15875074.00	15875074.00	31750148.00	9370528	77.2121
SRS148361_TD	SRS148361	TD	male	21273516.00	21273516.00	42547032.00	18650307.00	18650307.00	37300614.00	5246418	87.6691
SRS149720_TD	SRS149720	TD	male	25061285.00	25061285.00	50122570.00	22701911.00	22701911.00	45403822.00	4718748	90.5856
SRS148973_TD	SRS148973	TD	male	25596155.00	25596155.00	51192310.00	22005203.00	22005203.00	44010406.00	7181904	85.9707
SRS149280_TD	SRS149280	TD	male	26633308.00	26633308.00	53266616.00	24026730.00	24026730.00	48053460.00	5213156	90.2131
SRS148367_SUPP	SRS148367	SUPP	male	26887367.00	26887367.00	53774734.00	23554953.00	23554953.00	47109906.00	6664828	87.606
SRS149690_TD	SRS149690	TD	female	28480068.00	28480068.00	56960136.00	25133546.00	25133546.00	50267092.00	6693044	88.2496
SRS148514_TD	SRS148514	TD	female	29507579.00	29507579.00	59015158.00	25092913.00	25092913.00	50185826.00	8829332	85.0389
SRS149286_SUPP	SRS149286	SUPP	male	34000205.00	34000205.00	68000410.00	22101537.00	22101537.00	44203074.00	23797336	65.0041
SRS148724_TD	SRS148724	TD	male	33142425.00	33142425.00	66284850.00	26228921.00	26228921.00	52457842.00	13827008	79.14
SRS148877_TD	SRS148877	TD	male	38973857.00	38973857.00	77947714.00	28671408.00	28671408.00	57342816.00	20604898	73.5657
SRS148472_SUPP	SRS148472	SUPP	male	40798683.00	40798683.00	81597366.00	29227852.00	29227852.00	58455704.00	23141662	71.6392
SRS149184_TD	SRS149184	TD	male	38565312.00	38565312.00	77130624.00	32432243.00	32432243.00	64864486.00	12266138	84.0969
SRS149647_SUPP	SRS149647	SUPP	female	44696311.00	44696311.00	89392622.00	37283121.00	37283121.00	74566242.00	14826380	83.4143
SRS148284_PT	SRS148284	PT	male	78488083.00	78488083.00	156976166.00	32355131.00	32355131.00	64710262.00	92265904	41.223
SRS148408_TD	SRS148408	TD	female	57889562.00	57889562.00	115779124.00	41883607.00	41883607.00	83767214.00	32011910	72.3509
SRS149671_TD	SRS149671	TD	female	84357113.00	84357113.00	168714226.00	74720908.00	74720908.00	149441816.00	19272410	88.5769
SRS893336_BM	SRS893336	BM	male	1983574.00	1983574.00	3967148.00	1758668.00	1758668.00	3517336.00	449812	88.6616
SRS893337_BM	SRS893337	BM	female	2428404.00	2428404.00	4856808.00	2232194.00	2232194.00	4464388.00	392420	91.9202
SRS893284_BM	SRS893284	BM	male	2541304.00	2541304.00	5082608.00	2233650.00	2233650.00	4467300.00	615308	87.8939
SRS893349_BM	SRS893349	BM	female	3132026.00	3132026.00	6264052.00	2830078.00	2830078.00	5660156.00	603896	90.3593
SRS893233_BM	SRS893233	BM	female	3754404.00	3754404.00	7508808.00	3478087.00	3478087.00	6956174.00	552634	92.6402
SRS893332_TD	SRS893332	TD	male	6391716.00	6391716.00	12783432.00	5701117.00	5701117.00	11402234.00	1381198	89.1954
SRS886699_TD	SRS886699	TD	female	6725610.00	6725610.00	13451220.00	5787786.00	5787786.00	11575572.00	1875648	86.0559
SRS893339_SUPP	SRS893339	SUPP	female	7677559.00	7677559.00	15355118.00	6607361.00	6607361.00	13214722.00	2140396	86.0607
SRS893347_SUPP	SRS893347	SUPP	female	8281773.00	8281773.00	16563546.00	6855157.00	6855157.00	13710314.00	2853232	82.774
SRS893255_BM	SRS893255	BM	male	8690488.00	8690488.00	17380976.00	7092823.00	7092823.00	14185646.00	3195330	81.6159
SRS893258_SUPP	SRS893258	SUPP	female	9954117.00	9954117.00	19908234.00	6542594.00	6542594.00	13085188.00	6823046	65.7275
SRS893298_SUPP	SRS893298	SUPP	male	9602130.00	9602130.00	19204260.00	6945176.00	6945176.00	13890352.00	5313908	72.3295
SRS893325_SUPP	SRS893325	SUPP	female	10902179.00	10902179.00	21804358.00	8809615.00	8809615.00	17619230.00	4185128	80.806
SRS893283_SUPP	SRS893283	SUPP	female	12025420.00	12025420.00	24050840.00	9191644.00	9191644.00	18383288.00	5667552	76.4351
SRS893272_TD	SRS893272	TD	male	12604969.00	12604969.00	25209938.00	10085312.00	10085312.00	20170624.00	5039314	80.0106
SRS893274_TD	SRS893274	TD	male	12001913.00	12001913.00	24003826.00	10209281.00	10209281.00	20418562.00	3585264	85.0638
SRS150034_BM	SRS150034	BM	male	26595025.00	26595025.00	53190050.00	7238353.00	7238353.00	14476706.00	38713344	27.2169
SRS893280_SUPP	SRS893280	SUPP	male	13990322.00	13990322.00	27980644.00	10870923.00	10870923.00	21741846.00	6238798	77.7032
SRS893173_TD	SRS893173	TD	female	13468102.00	13468102.00	26936204.00	11844154.00	11844154.00	23688308.00	3247896	87.9423
SRS893289_TD	SRS893289	TD	female	15127206.00	15127206.00	30254412.00	12378706.00	12378706.00	24757412.00	5497000	81.8307
SRS893324_TD	SRS893324	TD	female	14979289.00	14979289.00	29958578.00	12577598.00	12577598.00	25155196.00	4803382	83.9666
SRS893227_TD	SRS893227	TD	female	14053246.00	14053246.00	28106492.00	12518470.00	12518470.00	25036940.00	3069552	89.0789
SRS893286_BM	SRS893286	BM	male	15006277.00	15006277.00	30012554.00	13278714.00	13278714.00	26557428.00	3455126	88.4877
SRS893229_SUPP	SRS893229	SUPP	female	14138025.00	14138025.00	28276050.00	12977662.00	12977662.00	25955324.00	2320726	91.7926
SRS150032_TD	SRS150032	TD	male	20269558.00	20269558.00	40539116.00	11907834.00	11907834.00	23815668.00	16723448	58.7474
SRS893299_SUPP	SRS893299	SUPP	female	18067076.00	18067076.00	36134152.00	13090056.00	13090056.00	26180112.00	9954040	72.4525
SRS893318_SUPP	SRS893318	SUPP	female	16981237.00	16981237.00	33962474.00	12664095.00	12664095.00	25328190.00	8634284	74.577
SRS893328_SUPP	SRS893328	SUPP	male	17993077.00	17993077.00	35986154.00	13545445.00	13545445.00	27090890.00	8895264	75.2814
SRS893281_SUPP	SRS893281	SUPP	male	17278562.00	17278562.00	34557124.00	13206205.00	13206205.00	26412410.00	8144714	76.4312
SRS893254_TD	SRS893254	TD	female	18604586.00	18604586.00	37209172.00	15120147.00	15120147.00	30240294.00	6968878	81.2711
SRS893290_TD	SRS893290	TD	male	19412666.00	19412666.00	38825332.00	16206859.00	16206859.00	32413718.00	6411614	83.486
SRS893335_SUPP	SRS893335	SUPP	male	19620766.00	19620766.00	39241532.00	15641675.00	15641675.00	31283350.00	7958182	79.72
SRS893323_BM	SRS893323	BM	female	18077311.00	18077311.00	36154622.00	15322792.00	15322792.00	30645584.00	5509038	84.7626
SRS893257_BM	SRS893257	BM	female	19369891.00	19369891.00	38739782.00	16250275.00	16250275.00	32500550.00	6239232	83.8945
SRS893338_SUPP	SRS893338	SUPP	male	19188714.00	19188714.00	38377428.00	16622407.00	16622407.00	33244814.00	5132614	86.626
SRS893334_BM	SRS893334	BM	female	15912181.00	15912181.00	31824362.00	14162675.00	14162675.00	28325350.00	3499012	89.0052
SRS893322_TD	SRS893322	TD	male	20340790.00	20340790.00	40681580.00	16585767.00	16585767.00	33171534.00	7510046	81.5394
SRS893282_SUPP	SRS893282	SUPP	male	20343963.00	20343963.00	40687926.00	16874491.00	16874491.00	33748982.00	6938944	82.9459
SRS893354_BM	SRS893354	BM	female	18641409.00	18641409.00	37282818.00	16748979.00	16748979.00	33497958.00	3784860	89.8482
SRS893232_SUPP	SRS893232	SUPP	female	18045166.00	18045166.00	36090332.00	16398413.00	16398413.00	32796826.00	3293506	90.8743
SRS893355_SUPP	SRS893355	SUPP	female	16981744.00	16981744.00	33963488.00	14341495.00	14341495.00	28682990.00	5280498	84.4524
SRS893348_TD	SRS893348	TD	female	19137477.00	19137477.00	38274954.00	17111984.00	17111984.00	34223968.00	4050986	89.4161
SRS893260_TD	SRS893260	TD	male	20755535.00	20755535.00	41511070.00	17009026.00	17009026.00	34018052.00	7493018	81.9493
SRS893353_TD	SRS893353	TD	female	22451426.00	22451426.00	44902852.00	19327827.00	19327827.00	38655654.00	6247198	86.0873
SRS893277_BM	SRS893277	BM	male	21118092.00	21118092.00	42236184.00	18755498.00	18755498.00	37510996.00	4725188	88.8125
SRS893301_BM	SRS893301	BM	male	20663266.00	20663266.00	41326532.00	18121389.00	18121389.00	36242778.00	5083754	87.6986
SRS893330_BM	SRS893330	BM	male	22253352.00	22253352.00	44506704.00	19399291.00	19399291.00	38798582.00	5708122	87.1747
SRS893276_BM	SRS893276	BM	male	22017944.00	22017944.00	44035888.00	19573400.00	19573400.00	39146800.00	4889088	88.8975
SRS893291_TD	SRS893291	TD	male	24213765.00	24213765.00	48427530.00	19742294.00	19742294.00	39484588.00	8942942	81.5334
SRS893278_BM	SRS893278	BM	male	23630957.00	23630957.00	47261914.00	20936711.00	20936711.00	41873422.00	5388492	88.5987
SRS893321_TD	SRS893321	TD	male	27963405.00	27963405.00	55926810.00	22326739.00	22326739.00	44653478.00	11273332	79.8427
SRS893297_BM	SRS893297	BM	female	28361066.00	28361066.00	56722132.00	24985980.00	24985980.00	49971960.00	6750172	88.0996
SRS893346_TD	SRS893346	TD	male	28650330.00	28650330.00	57300660.00	25901818.00	25901818.00	51803636.00	5497024	90.4067
SRS893273_BM	SRS893273	BM	male	28188932.00	28188932.00	56377864.00	24760054.00	24760054.00	49520108.00	6857756	87.8361
SRS893333_SUPP	SRS893333	SUPP	female	30556884.00	30556884.00	61113768.00	24496041.00	24496041.00	48992082.00	12121686	80.1654
SRS893352_TD	SRS893352	TD	female	32840877.00	32840877.00	65681754.00	29878101.00	29878101.00	59756202.00	5925552	90.9784
SRS893175_TD	SRS893175	TD	female	39320517.00	39320517.00	78641034.00	34863882.00	34863882.00	69727764.00	8913270	88.6659
SRS149973_SUPP	SRS149973	SUPP	male	84303066.00	84303066.00	168606132.00	34427836.00	34427836.00	68855672.00	99750460	40.8382
SRS149961_TD	SRS149961	TD	male	51358360.00	51358360.00	102716720.00	46640647.00	46640647.00	93281294.00	9435426	90.8141
SRS893350_TD	SRS893350	TD	female	62351109.00	62351109.00	124702218.00	53290760.00	53290760.00	106581520.00	18120698	85.4688
SRS893376_SUPP	SRS893376	SUPP	male	3370501.00	3370501.00	6741002.00	2658378.00	2658378.00	5316756.00	1424246	78.8719
SRS893360_BM	SRS893360	BM	female	3404575.00	3404575.00	6809150.00	3058759.00	3058759.00	6117518.00	691632	89.8426
SRS893361_SUPP	SRS893361	SUPP	female	5294388.00	5294388.00	10588776.00	4399150.00	4399150.00	8798300.00	1790476	83.0908
SRS893359_TD	SRS893359	TD	female	13699615.00	13699615.00	27399230.00	11958186.00	11958186.00	23916372.00	3482858	87.2885
SRS893363_TD	SRS893363	TD	female	13072470.00	13072470.00	26144940.00	11426677.00	11426677.00	22853354.00	3291586	87.4102
SRS893377_TD	SRS893377	TD	female	14888904.00	14888904.00	29777808.00	13230263.00	13230263.00	26460526.00	3317282	88.8599
SRS893362_BM	SRS893362	BM	female	14613511.00	14613511.00	29227022.00	13227539.00	13227539.00	26455078.00	2771944	90.5158
SRS893379_TD	SRS893379	TD	male	17604214.00	17604214.00	35208428.00	15057333.00	15057333.00	30114666.00	5093762	85.5325
SRS893371_TD	SRS893371	TD	female	18013150.00	18013150.00	36026300.00	15715318.00	15715318.00	31430636.00	4595664	87.2436
SRS893368_BM	SRS893368	BM	female	19836326.00	19836326.00	39672652.00	17871260.00	17871260.00	35742520.00	3930132	90.0936
SRS893381_BM	SRS893381	BM	male	18727586.00	18727586.00	37455172.00	16594495.00	16594495.00	33188990.00	4266182	88.6099
SRS893374_SUPP	SRS893374	SUPP	female	27431142.00	27431142.00	54862284.00	24144160.00	24144160.00	48288320.00	6573964	88.0173
SRS893365_TD	SRS893365	TD	female	27782718.00	27782718.00	55565436.00	24182039.00	24182039.00	48364078.00	7201358	87.0399
SRS893385_SUPP	SRS893385	SUPP	female	39372267.00	39372267.00	78744534.00	33845817.00	33845817.00	67691634.00	11052900	85.9636
SRS971277_TD	SRS971277	TD	female	82128654.00	82128654.00	164257308.00	72068459.00	72068459.00	144136918.00	20120390	87.7507
